может мо́‧жет
губернатор гу‧бер‧на́‧тор
грани гра́‧ни
государственная го‧су‧да́рст‧вен‧на·я
гонок го‧но́к
головного го‧лов‧но́й
газовой га́‧зо‧вый
выставки вы́‧став‧ка
высокими вы‧со́‧кий
вторник вто́р‧ник
восхождение вос‧хож‧де́‧ни·е
вопросах во‧про́с
взаимоотношений вза‧и‧мо‧от‧но‧ше́‧ни·е
взаимодействие вза‧и‧мо‧де́йст‧ви·е
версия ве́р‧си·я
вариантов ва‧ри‧а́нт
валюты ва‧лю́‧та
важную ва́ж‧ный
бюджете бюд‧же́т
автомобиля ав‧то‧мо‧би́ль
численность чи́с‧лен‧ность
хотела хо‧те́ть
федеральной фе‧де‧ра́ль‧ный
фактор фа́к‧тор
учебного у·че́б‧ный
учебника у·че́б‧ник
участии у·ча́с‧ти<span class="hyph-dot" style="color:red;">·</span>е
угрозой у·гро́‧за
увеличения у·ве‧ли‧че́‧ни<span class="hyph-dot" style="color:red;">·</span>е
торговля тор‧го́в‧ля
теорией те‧о́‧ри·я
считаться счи‧та́ть‧ся
статистика ста‧ти́с‧ти‧ка
станций ста́н‧ци·я
соревнованиях со‧рев‧но‧ва́‧ни·е
сопротивление со‧про‧тив‧ле́‧ни·е
создали со‧зда́ть
советское со‧ве́т‧ский
совершить со‧вер‧ши́ть
совершил со‧вер‧ши́ть
собственное со́б‧ствен‧ный
снижению сни‧же́‧ни·е
сложилась сло‧жи́ть‧ся
следить сле‧ди́ть
скажу ска‧за́ть
середины се‧ре‧ди́‧на
руководству ру‧ко‧во́д‧ство
робота ро́‧бо‧та
региональные ре‧ги‧о‧на́ль‧ный
реальный ре‧а́ль‧ный
психологии пси‧хо‧ло́‧ги·я
проходил про‧хо‧ди́ть
профессиональные про‧фес‧си‧о‧на́ль‧ный
прорыв про‧ры́в
продолжительность про‧дол‧жи́‧тель‧ность
продолжение про‧дол‧же́‧ни·е
признал при‧зна́ть
признает при‧зна́‧ет
преодолеть пре‧о‧до‧ле́ть
премию пре́‧ми·я
потенциальных по‧тен‧ци‧а́ль‧ный
поставили по‧ста́‧вить
порой по‧ро́й
попыток по‧пы́т‧ка
полу по́‧лу
политик по‧ли́‧тик
подошел по‧дой‧ти́
перспективных пер‧спек‧ти́в‧ный
перейти пе‧рей‧ти́
официальных о·фи‧ци‧а́ль‧ный
отцом о·те́ц
основа осно́‧ва
орган о́р‧ган
ограничение о‧гра‧ни‧че́‧ни·е
общественности об‧ще́‧ствен‧ность
образованием об‧ра‧зо‧ва́‧ни·е
настоящего на‧сто‧я́‧щий
народы на‧ро́д
называл на‧зы‧ва́ть
надежду на‧де́ж‧да
мясо мя́‧со
мужчина муж‧чи́‧на
модернизация мо‧дер‧ни‧за́‧ци·я
митинг ми́‧тинг
милиции ми‧ли́‧ци·я
механизма ме‧ха‧ни́зм
массовое ма́с‧со‧вый
масло ма́с‧ло
личной лич‧но́й
культурных куль‧ту́р‧ный
крупнейших круп‧не́й‧ший
кредиты кре́‧дит
конституционного кон‧сти‧ту‧ци‧о́н‧ный
компьютер ком‧пью́‧тер
компанию ком‧па́‧ни·я
колебаний ко‧ле‧ба́‧ни·е
карточки ка́р‧точ‧ка
канал ка‧нал
искали ис‧ка́ть
информационного ин‧фор‧ма‧ци‧о́н‧ный
инструментом ин‧стру‧ме́нт
изделия из‧де́‧ли·е
зона зо́‧на
значительный зна‧чи́‧тель‧ный
землей зем‧ля́
звезды звез‧да́
закрыть за‧кры́ть
заведующий за‧ве́‧ду‧ю‧щий
забыть за́‧быть
единиц е·ди‧ни́‧ца
другому дру‧го́й
доллар до́л‧лар
долги дол‧ги́
добавил до‧ба́‧вить
действием де́й‧стви·е
движений дви‧же́‧ни·е
движении дви‧же́‧ни·е
двигателя дви́‧га‧тель
данного да́н‧ный
давай да‧ва́й
государственном го‧су‧да́р‧ствен‧ный
горе го́‧ре
голосования го‧ло‧со‧ва́ни·е
вывести вы́‧вес‧ти
возможное воз‧мо́ж‧но·е
вертикаль вер‧ти‧ка́ль
версию ве́р‧си·я
бывших бы́‧вший
богатство бо‧га́т‧ство
близких бли́з‧кий
белых бе́‧лый
белой бе́‧лый
бежать бе‧жа́ть
беда бе‧да́
аналогичные а·на‧ло‧ги́ч‧ный
автоматизации ав‧то‧ма‧ти‧за́‧ци·я
авиация а·ви‧а́‧ци<span class="hyph-dot" style="color:red;">·</span>я
ядра яд‧ро́
эры э́·ра
